Date,Ticker,GapPctPoly,RSI14m,RelVolPoly
2025-08-01,AAPL,1.587416,32.570932,1.902858
2025-08-01,AMD,-3.488174,37.680649,1.31272
2025-08-01,NVDA,-2.125148,40.590563,1.155254
2025-08-01,TSLA,-0.669867,28.659005,0.883347
2025-08-04,AAPL,1.050005,64.040235,1.386817
2025-08-04,AMD,1.691904,57.355795,0.936595
2025-08-04,NVDA,0.82892,70.162329,0.852151
2025-08-04,TSLA,2.131315,58.56459,0.787702
2025-08-05,AAPL,0.024588,39.032339,0.821172
2025-08-05,AMD,0.444055,49.230747,1.549232
2025-08-05,NVDA,-0.211111,65.202349,0.899137
2025-08-05,TSLA,-0.100239,67.29249,0.607145
2025-08-06,AAPL,1.335502,80.558184,1.951668
2025-08-06,AMD,-5.312375,47.159333,2.258994
2025-08-06,NVDA,-1.085493,67.61194,0.796362
2025-08-06,TSLA,-0.268852,81.04879,0.833069
2025-08-07,AAPL,2.637749,67.129951,1.575298
2025-08-07,AMD,2.277464,59.043595,1.59467
2025-08-07,NVDA,1.198306,75.488722,0.902079
2025-08-07,TSLA,-0.037511,50.705006,0.720748
2025-08-08,AAPL,0.363587,49.266623,1.917489
2025-08-08,AMD,0.951276,61.836212,1.143759
2025-08-08,NVDA,0.431488,71.261645,0.743921
2025-08-08,TSLA,-0.260651,75.558374,0.982296
2025-08-11,AAPL,-0.623501,40.756283,1.047612
2025-08-11,AMD,-1.574439,59.838001,1.167761
2025-08-11,NVDA,-0.355774,50.440519,0.85538
2025-08-11,TSLA,1.622933,53.382876,1.127797
2025-08-12,AAPL,0.363148,31.950431,0.963369
2025-08-12,AMD,0.603668,53.412651,0.860596
2025-08-12,NVDA,0.494343,43.259566,0.910346
2025-08-12,TSLA,1.760906,30.080132,0.862821
2025-08-13,AAPL,0.618332,40.638887,1.215445
2025-08-13,AMD,2.835096,75.695423,1.730622
2025-08-13,NVDA,-0.297554,57.997614,1.131467
2025-08-13,TSLA,0.193639,77.188831,0.745941
2025-08-14,AAPL,0.310719,42.911459,0.911484
2025-08-14,AMD,-2.488884,78.819043,1.044491
2025-08-14,NVDA,-1.013272,77.893047,0.822131
2025-08-14,TSLA,-1.066651,49.104962,0.838359
2025-08-15,AAPL,0.5241,37.142857,0.971869
2025-08-15,AMD,-0.491849,50.167232,0.802258
2025-08-15,NVDA,-0.076915,24.942206,0.991074
2025-08-15,TSLA,0.618332,28.540476,0.82574
2025-08-18,AAPL,0.047498,52.758831,0.65477
2025-08-18,AMD,-0.425328,36.846592,0.559783
2025-08-18,NVDA,0.083126,64.149398,0.836862
2025-08-18,TSLA,-0.284366,45.41555,0.65071
2025-08-19,AAPL,0.166746,53.924647,0.689812
2025-08-19,AMD,-1.7259,38.901094,0.989434
2025-08-19,NVDA,0.230757,22.989386,1.162686
2025-08-19,TSLA,0.18797,39.969845,0.876886
2025-08-20,AAPL,-0.251561,22.238586,0.742715
2025-08-20,AMD,-1.47103,28.615512,0.913769
2025-08-20,NVDA,-0.27044,29.907471,1.341615
2025-08-20,TSLA,-0.02733,37.225275,0.893849
2025-08-21,AAPL,0.115039,58.398437,0.542508
2025-08-21,AMD,0.399516,61.494311,0.581494
2025-08-21,NVDA,-0.313569,62.642427,0.878335
2025-08-21,TSLA,-0.561902,57.744764,0.655334
2025-08-22,AAPL,0.564695,56.29771,0.751364
2025-08-22,AMD,-0.940688,66.658051,0.67751
2025-08-22,NVDA,-1.354441,85.601266,1.088478
2025-08-22,TSLA,0.484209,88.943419,1.098896
2025-08-25,AAPL,-0.561995,75.6936,0.550593
2025-08-25,AMD,-1.317358,36.391361,0.55888
2025-08-25,NVDA,0.202259,38.853235,1.021306
2025-08-25,TSLA,-0.326461,35.416211,1.009636
2025-08-26,AAPL,-0.127663,33.397544,0.962836
2025-08-26,AMD,3.238247,17.729201,0.82392
2025-08-26,NVDA,0.136255,40.81156,1.070714
2025-08-26,TSLA,-0.481823,57.692308,0.893243
2025-08-27,AAPL,-0.305264,57.750257,0.556808
2025-08-27,AMD,-0.348097,52.779064,0.59219
2025-08-27,NVDA,0.115531,23.220402,1.471041
2025-08-27,TSLA,0.076777,47.433572,0.773051
2025-08-28,AAPL,0.143173,64.065538,0.682251
2025-08-28,AMD,0.819721,49.582622,0.584726
2025-08-28,NVDA,-0.429515,27.622842,1.716803
2025-08-28,TSLA,0.374714,31.285674,0.803083
2025-08-29,AAPL,-0.0215,48.092543,0.710384
2025-08-29,AMD,-1.049947,26.358407,0.60828
2025-08-29,NVDA,-1.143365,24.202348,1.453484
2025-08-29,TSLA,0.361293,28.799365,0.964686
