Date,Ticker,GapPctPoly,RSI14m,RelVolPoly
2025-03-03,AAPL,-0.020675,65.863663,0.869532
2025-03-03,AMD,1.65732,36.28961,0.966935
2025-03-03,NVDA,-1.128722,19.236102,1.395527
2025-03-03,TSLA,2.512117,52.809998,1.44135
2025-03-04,AAPL,-0.136537,49.831183,1.000448
2025-03-04,AMD,-2.270182,58.599028,1.324027
2025-03-04,NVDA,-2.994038,60.46779,1.321259
2025-03-04,TSLA,-4.819954,47.264985,1.559926
2025-03-05,AAPL,-0.216166,27.954458,0.906842
2025-03-05,AMD,-0.387097,48.243338,0.683083
2025-03-05,NVDA,1.370808,38.396226,0.934591
2025-03-05,TSLA,0.323482,58.122216,1.154608
2025-03-06,AAPL,-0.553576,60.979431,0.877993
2025-03-06,AMD,-2.576965,57.302824,0.714306
2025-03-06,NVDA,-3.213981,44.761106,1.04612
2025-03-06,TSLA,-2.522393,33.428989,1.190471
2025-03-07,AAPL,-0.09561,79.104212,0.907646
2025-03-07,AMD,0.030349,62.622772,0.813949
2025-03-07,NVDA,0.614995,52.507362,1.091115
2025-03-07,TSLA,-1.56766,55.220749,1.212589
2025-03-10,AAPL,-1.476555,15.843549,1.397783
2025-03-10,AMD,-1.734623,84.631148,0.942543
2025-03-10,NVDA,-2.475819,65.102912,1.153887
2025-03-10,TSLA,-3.858454,29.420702,2.12819
2025-03-11,AAPL,-1.615527,48.338926,1.49474
2025-03-11,AMD,0.16558,50.417697,0.847831
2025-03-11,NVDA,0.009348,77.382129,1.174486
2025-03-11,TSLA,1.420212,67.384861,1.885953
2025-03-12,AAPL,-0.316972,60.519627,1.238608
2025-03-12,AMD,2.361513,60.491115,0.85637
2025-03-12,NVDA,4.928282,56.342636,1.102987
2025-03-12,TSLA,7.216584,67.930685,1.483785
2025-03-13,AAPL,-0.474698,54.896645,1.202649
2025-03-13,AMD,-1.066574,55.765239,0.721654
2025-03-13,NVDA,1.114567,32.701819,1.038253
2025-03-13,TSLA,0.014108,23.042067,1.178713
2025-03-14,AAPL,0.74876,66.470588,1.174528
2025-03-14,AMD,1.559474,53.958918,0.626851
2025-03-14,NVDA,2.621561,64.827047,0.976852
2025-03-14,TSLA,2.754695,44.620621,1.028363
2025-03-17,AAPL,-0.084313,74.605263,0.972965
2025-03-17,AMD,1.614341,69.822516,1.105144
2025-03-17,NVDA,0.879428,33.178444,0.913564
2025-03-17,TSLA,-1.970158,57.748899,1.136948
2025-03-18,AAPL,0.074766,43.723061,0.876917
2025-03-18,AMD,-0.707525,43.177189,0.691174
2025-03-18,NVDA,-1.280013,20.830178,1.080768
2025-03-18,TSLA,-4.140582,26.100192,1.125884
2025-03-19,AAPL,0.719357,49.922701,1.116771
2025-03-19,AMD,0.879142,15.373837,0.848608
2025-03-19,NVDA,1.59404,22.751108,0.984067
2025-03-19,TSLA,2.796148,51.830056,1.110563
2025-03-20,AAPL,-0.580747,69.765662,0.997094
2025-03-20,AMD,-1.044903,62.866915,0.762184
2025-03-20,NVDA,-0.825391,69.219958,0.897081
2025-03-20,TSLA,-1.066311,51.267011,0.968732
2025-03-21,AAPL,-1.186362,57.398194,1.840394
2025-03-21,AMD,-1.689378,53.551913,0.889219
2025-03-21,NVDA,-1.341433,29.699091,0.95905
2025-03-21,TSLA,-0.53966,67.622024,1.275604
2025-03-24,AAPL,1.250744,47.343775,0.863562
2025-03-24,AMD,3.090943,56.615397,1.530922
2025-03-24,NVDA,1.852167,48.582272,0.822107
2025-03-24,TSLA,3.76543,82.032675,1.575117
2025-03-25,AAPL,0.018122,60.877166,0.671807
2025-03-25,AMD,-0.513834,52.792536,0.839207
2025-03-25,NVDA,-0.712462,39.870414,0.606176
2025-03-25,TSLA,1.871475,26.99701,1.369755
2025-03-26,AAPL,-0.107263,65.081971,0.681051
2025-03-26,AMD,-0.609703,39.160839,1.148303
2025-03-26,NVDA,-1.623995,31.236203,1.058107
2025-03-26,TSLA,-1.901853,59.653425,1.407322
2025-03-27,AAPL,-0.063197,48.497932,0.735521
2025-03-27,AMD,-3.702695,36.170213,0.934736
2025-03-27,NVDA,-2.118495,42.617374,0.837978
2025-03-27,TSLA,0.154378,60.768674,1.439508
2025-03-28,AAPL,-0.973866,64.766275,0.796795
2025-03-28,AMD,-1.054852,61.46789,0.894489
2025-03-28,NVDA,0.049358,61.062031,0.810014
2025-03-28,TSLA,0.895178,46.618348,1.085271
2025-03-31,AAPL,-0.410739,49.711816,1.285751
2025-03-31,AMD,-2.891881,21.52788,0.889999
2025-03-31,NVDA,-4.139692,25.093097,1.04166
2025-03-31,TSLA,-5.403149,29.127951,1.152541
