Date,Ticker,GapPctPoly,RSI14m,RelVolPoly
2025-04-01,AAPL,-1.046684,72.460096,0.722859
2025-04-01,AMD,-0.564532,47.070325,0.683676
2025-04-01,NVDA,0.124562,42.192343,0.774685
2025-04-01,TSLA,1.7904,54.331156,1.226505
2025-04-02,AAPL,-0.840091,79.383501,0.711055
2025-04-02,AMD,-1.225919,74.987595,0.609083
2025-04-02,NVDA,-2.596459,67.783576,0.762984
2025-04-02,TSLA,-5.16278,69.91053,1.712015
2025-04-03,AAPL,-8.195989,29.057187,1.956222
2025-04-03,AMD,-5.021368,54.112554,1.445586
2025-04-03,NVDA,-6.257924,55.163766,1.145943
2025-04-03,TSLA,-6.178384,57.994045,1.06973
2025-04-04,AAPL,-4.576997,48.449612,2.277261
2025-04-04,AMD,-3.944563,13.21383,1.842835
2025-04-04,NVDA,-2.8389,21.150063,1.740821
2025-04-04,TSLA,-4.45226,16.030932,1.384803
2025-04-07,AAPL,-5.934813,46.565025,2.723068
2025-04-07,AMD,-5.923507,33.475687,1.900029
2025-04-07,NVDA,-7.263281,44.868365,1.923032
2025-04-07,TSLA,-6.536357,36.504027,1.364474
2025-04-08,AAPL,2.887689,54.530098,1.969785
2025-04-08,AMD,2.994978,54.452555,1.833109
2025-04-08,NVDA,6.314011,48.730057,1.467278
2025-04-08,TSLA,5.019504,43.673483,1.264617
2025-04-09,AAPL,-0.27259,64.741791,2.792941
2025-04-09,AMD,1.291395,57.619671,2.419922
2025-04-09,NVDA,2.689512,48.920526,1.833685
2025-04-09,TSLA,1.275579,58.14756,1.571048
2025-04-10,AAPL,-4.920795,68.215805,1.773755
2025-04-10,AMD,-6.030566,33.924324,1.589569
2025-04-10,NVDA,-4.338319,43.02509,1.310517
2025-04-10,TSLA,-4.481999,43.045485,1.276689
2025-04-11,AAPL,-2.268669,79.74488,1.253866
2025-04-11,AMD,2.040586,68.186135,1.396775
2025-04-11,NVDA,0.864553,58.080014,0.945299
2025-04-11,TSLA,-0.22187,54.137205,0.90312
2025-04-14,AAPL,6.70704,20.277865,1.416756
2025-04-14,AMD,3.972163,18.815923,0.870713
2025-04-14,NVDA,2.866673,26.858018,0.810327
2025-04-14,TSLA,2.397844,26.556689,0.703855
2025-04-15,AAPL,-0.328363,47.557196,0.718529
2025-04-15,AMD,0.169312,57.786979,0.694565
2025-04-15,NVDA,0.234848,49.695159,0.713238
2025-04-15,TSLA,-0.966911,79.047884,0.565717
2025-04-16,AAPL,-1.869991,32.797428,0.831075
2025-04-16,AMD,-8.059608,68.827042,1.492195
2025-04-16,NVDA,-6.818182,62.0,1.222416
2025-04-16,TSLA,-2.557947,57.285674,0.795277
2025-04-17,AAPL,1.50821,30.081367,0.723436
2025-04-17,AMD,0.622947,36.898746,0.832242
2025-04-17,NVDA,-0.038281,27.071896,0.903319
2025-04-17,TSLA,0.794866,47.341211,0.592338
2025-04-21,AAPL,-1.885978,46.722233,0.648099
2025-04-21,AMD,-1.697143,32.676527,0.809231
2025-04-21,NVDA,-2.680067,25.668925,0.895827
2025-04-21,TSLA,-4.602892,46.766761,0.695102
2025-04-22,AAPL,1.532408,61.835749,0.741073
2025-04-22,AMD,0.654511,56.103036,0.844601
2025-04-22,NVDA,1.929625,60.597566,0.758193
2025-04-22,TSLA,1.520879,74.114648,0.873389
2025-04-23,AAPL,3.134074,50.816686,0.748513
2025-04-23,AMD,6.50939,58.727258,0.979704
2025-04-23,NVDA,5.693194,45.005218,0.787574
2025-04-23,TSLA,7.097533,36.926707,1.093197
2025-04-24,AAPL,0.14174,47.746775,0.673902
2025-04-24,AMD,1.32758,49.285209,0.803185
2025-04-24,NVDA,0.744815,63.627451,0.710349
2025-04-24,TSLA,-0.095717,69.816306,0.694744
2025-04-25,AAPL,-0.962231,56.693938,0.550491
2025-04-25,AMD,-1.264952,61.143737,0.681412
2025-04-25,NVDA,0.394626,58.868609,0.811836
2025-04-25,TSLA,0.840045,51.840101,1.216605
2025-04-28,AAPL,0.344037,73.939808,0.563775
2025-04-28,AMD,-1.107145,69.286952,0.722976
2025-04-28,NVDA,-1.189082,36.330915,0.676738
2025-04-28,TSLA,1.414283,62.287778,1.088116
2025-04-29,AAPL,-0.688589,78.760473,0.538841
2025-04-29,AMD,-0.658782,52.932164,0.500492
2025-04-29,NVDA,-0.974892,66.180116,0.560505
2025-04-29,TSLA,-0.132923,38.412271,0.781563
2025-04-30,AAPL,-0.904313,38.496072,0.761367
2025-04-30,AMD,-3.383302,40.944038,0.717328
2025-04-30,NVDA,-4.173546,62.575253,0.778458
2025-04-30,TSLA,-4.153683,32.481449,0.921628
